text,type,sum,judgement
Lifetime Achievement in Human Rights,organization,1,
Gesellschaft ihre Politik und Lebensweise,organization,1,
The Great Gatsby,person,1,
Yingde Gases – DCF Calculation,person,1,
Spain France,organization,1,
the University of Siena,organization,1,
"PARIS Buildings, Transport",organization,1,
Blue Skye,person,1,
Providing Financial Institutions Advisory Services,organization,1,
Fuel Type,person,1,
Vostok Capital,organization,1,
ENN Energy Holdings Company,organization,1,
uke University,organization,1,
Karagandi basin Ekibastuz,organization,1,
the Venice University,organization,1,
Sir Dick,person,1,
Fuel - power generation,organization,1,
Russia Mr Yang Duanjie,person,1,
Pavel Machalov,organization,1,
Indian Express,organization,1,
GMail Disaster,person,1,
Университета Эмори,organization,1,
Wu Ling Power - CPI's,organization,1,
Cooperative San Francisco Public Utilities Commission,organization,1,
Center for Health,organization,1,
JPMorgan Chase,organization,1,
Duval Company,organization,1,
Международного университета природы,organization,1,
Tom Marshburn —,person,1,
Emerging Times,organization,1,
"Center for Financial Stability, Federal Reserve Bank of St. Louis and",organization,1,
Report and Estimations 169 Stake,organization,1,
Tianhai Business Center,organization,1,
Компания Sany Heavy Industry Co,organization,1,
Китай посчитает,person,1,
 Appetite for ALB and TB,organization,1,
Investments Deferred,organization,1,
IOC - Ennore Total Capacity,organization,1,
the Stockholm International Peace Research Institute,organization,1,
P. Rodgers,person,1,
Saudi Aramco,person,1,
the Information Society,organization,1,
the Internet Assigned Numbers Authority,organization,1,
Warner Chilcott,person,1,
Abacanto SA,organization,1,
Алматы Ахметжана Есимова,person,1,
Jun-11 Aug-11 Oct-11,organization,1,
Hong Kong,person,1,
Виктора Вячеславовича,person,1,
M. Houle,person,1,
"World Development, Volume",organization,1,
Rule 2.10,person,1,
Limitations of a Communitarian Conception,organization,1,
портфеле УФССНГ,person,1,
Казахского Государственного Университета,organization,1,
the Arms Trade Treaty,organization,1,
Yochai Benkler,organization,1,
The Western FOCL,organization,1,
Tessa Lanham PA,organization,1,
Addis Ababa Energy Efficiency Global Forum,organization,1,
Премьер - министром,organization,1,
Александр III сморгнёт,person,1,
RM 98-1 (,organization,1,
Bisnis Indonesia BP,organization,1,
Money Supply Gaps,organization,1,
State Status Construction?,organization,1,
British Army,organization,1,
Карелии Александра Худулайнена,person,1,
Отдела экономической,organization,1,
Rimenes Shipping,organization,1,
the Global Economy?,organization,1,
New Life,organization,1,
Equinix White Paper,organization,1,
Citi Research Risks,organization,1,
the Athens Stock exchange,organization,1,
International Trade Finance,organization,1,
Negotiations ,organization,1,
многоопытного Ахметова,person,1,
Казахском государственном университете им . С . М,person,1,
 KfdXjqAXZbfnjb`,organization,1,
Британских Виргинских островов,organization,1,
"“Capital Flows, Exchange Rate Flexibility",organization,1,
ЕС компаниям,organization,1,
assiduous Anick,person,1,
JSC BTA Bank (Respondent,organization,1,
Johan BRUYNEEL,organization,1,
Китайской Народной Республики Гао,person,1,
Creative Commons Licenses Enforced,organization,1,
Institute of Management Studies,organization,1,
Индонезии Дарнин,person,1,
Decries Religious Freedom Violators Radio Free Europe,organization,1,
Christopher S. Yoo,person,1,
Citi Research Cheung Kong Infrastructure Holdings,organization,1,
Adrian Kingsley,person,1,
Software as Service,organization,1,
Mukul G.,person,1,
Irene Piccinelli,person,1,
PARLINE database,organization,1,
общества Товариществами,organization,1,
New York US,organization,1,
Forward to Friend,organization,1,
Paulsamy & Samir Chatterjee,organization,1,
USAREL INVESTMENTS LTD,organization,1,
the French Treasury,organization,1,
Nations Population Fund,organization,1,
National Security Agency,organization,1,
The Macroeconomics of Recessions,organization,1,
Old Banks,organization,1,
Farley Mesko,organization,1,
the Mail Abuse Prevention,organization,1,
L10 NG,organization,1,
Astana FC,person,1,
the Cabinet of Ministers,organization,1,
ENERGY AUDIT Energy,organization,1,
Britain Austria France Germany Mediterranean Greece Italy Low,organization,1,
Life of Pi,organization,1,
Aer mi,organization,1,
LH646) OD,organization,1,
Страны Советов,organization,1,
Sports Dumbbells Exercise,organization,1,
Debentures & repos,organization,1,
Pray for Dzhokhar’,organization,1,
European People’s Party,organization,1,
Renewable Energy Investment report,organization,1,
The second major,organization,1,
Murky Businessman,person,1,
the United Kingdom,organization,1,
Huadian Power CKI,organization,1,
Forecasts 16,organization,1,
"Imperial College , London",organization,1,
Республики Казахстан Н,person,1,
Compass Asset Management,organization,1,
Баку Ричард Морнингстар,person,1,
Murphy Farm Project,organization,1,
Андрея Волкова,person,1,
James W,person,1,
Байбек Бауыржан,person,1,
безопасности ЕС,organization,1,
The Hufngton Post,organization,1,
the Bank’s Credit Committee,organization,1,
Featured Research Program,organization,1,
Тань Хунь Йон,person,1,
Ли Кэцян Вице,person,1,
Bakhytzlmn Sttgt'ntttyev,person,1,
Mitsui O.S.K Lines Ltd.,organization,1,
High Risk,organization,1,
АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ,organization,1,
the Inter-American Development Bank,organization,1,
Ukrainian Arms Transfers,organization,1,
the National Security Advisory Board,organization,1,
Пяйви Рясянен,person,1,
Josef lsensee,person,1,
Harwell science,organization,1,
the State Guards,organization,1,
the World 2007 3 of 13 http://www.well.com/conf/inkwell.vue/topics/289/Bruce-Sterling-State...,organization,1,
С . Абденова,person,1,
Case Number A-40-19271/2010,organization,1,
Mr Medvedev,person,1,
Afghanistan Media,organization,1,
China Yingde Gas,organization,1,
Hampshire Land,person,1,
The Internet Engineering Task Force,organization,1,
T V C,person,1,
УГМК Искандар Махмудов,person,1,
Citi SunEdison,organization,1,
News Outdoor,organization,1,
Infrastructure & Cities Sector Siemens AG,organization,1,
Корреспондент Associated Press Джеймс МакФерсон,organization,1,
Noble Gas',organization,1,
Retail & Leisure Park Main,organization,1,
Kazakh Drama Persists,person,1,
Казахстан К . Келимбетову,person,1,
Джомо К . Сун,person,1,
Tour de France Corticosteroids,organization,1,
Putin Igor Urbansky Ministry,organization,1,
Bunduq Company,organization,1,
the Earth Summit,organization,1,
Standard coal Petroleum Diesel Heavy,organization,1,
U<_m0x Om,person,1,
Minister of Transportation Transportation,organization,1,
Eva Holtz,organization,1,
Африке Си Цзиньпин,person,1,
Dec Neutral,organization,1,
Example of Retail & Leisure Park Retail Park,organization,1,
РК АРЕМ,organization,1,
of Government Alpha Condé,person,1,
Advanced Energy LDK Solar,organization,1,
Владислав Юрьевич Сурков,person,1,
WorldCom Inc,organization,1,
Александр Зиновьев,person,1,
Владимира Путина отвечавший,person,1,
Paris School of International Affairs of Sciences Po,organization,1,
of STP,person,1,
the Group of 7,organization,1,
Ван Чжэнвэй,person,1,
Idea Cellular of,organization,1,
Armstrong —,person,1,
I G- ,organization,1,
Victor Bout,person,1,
Независимой ассоциации предпринимателей РК,organization,1,
International Press Institute,organization,1,
n/a Up,organization,1,
Asian Development Bank Institute Distinguished,organization,1,
SNØHETTA GROUP,organization,1,
Broadcasting TV,organization,1,
Davos GBN,organization,1,
B. J.,person,1,
Baoding Public Transportation Co.,organization,1,
Eurasian Customs Union,organization,1,
Абиша Самата,person,1,
SunEdison Financings,organization,1,
Profit Contribution Breakdown CKI,organization,1,
the Standard & Poor’s,organization,1,
Ивану Чеберко,person,1,
2c23 Nona,person,1,
Newsweek/The Daily Beast,organization,1,
Abdol- Ali Saheb-,person,1,
The Center for Public Integrity,organization,1,
Paradise Solar Urban Renewal,organization,1,
utoronto.ca Dr,person,1,
09/08/18,organization,1,
Banking System,organization,1,
Б . К,person,1,
Главного Кредитного Комитета Банка,organization,1,
Intelsat Standard A. An Orbita Earth,organization,1,
Energy Ventures,organization,1,
Writing Investigations,organization,1,
BP Statistical Survey,organization,1,
the Kazakh State Academy of Management,organization,1,
Cheyne Capital Management LLP,organization,1,
Security and Cooperation,organization,1,
Института востоковедения РАН,organization,1,
Yahoo ! Media Relations,organization,1,
Fukushima Variable,organization,1,
Portland General Electric,organization,1,
LGT Capital Partners,organization,1,
Bank Frick BlackRock,organization,1,
Capital Markets Department,organization,1,
Диаса Кадырбаева,person,1,
Kazakhstan RTT News,organization,1,
Latin High School,organization,1,
Action Fund,organization,1,
California Valley Solar Ranch - Phase III Shandiin Solar,organization,1,
SunEdison Enterprise Value,organization,1,
ISO Certification,organization,1,
Nils Hanson of Sweden,person,1,
Carson Rural Electric Cooperative Colorado State University Colorado State University Town,organization,1,
Sectoral Challenges,organization,1,
Microsoft Windows,organization,1,
Waiver of Section,organization,1,
Group Legal,organization,1,
Republic of Congo,organization,1,
Francisco G,person,1,
Игорем Ивановичем Шуваловым возглавляем,person,1,
Competton Protecton,person,1,
Великобритании Алишера Усманова,person,1,
the Phase I,organization,1,
Ø Growing,organization,1,
Astrium for,organization,1,
 Accounting,organization,1,
FELICITY PUGH,person,1,
London . www.cccep.ac.uk,person,1,
George Washington’s,person,1,
Hybrid Reality Institute (HRI,organization,1,
Nov-11 Oct-11,organization,1,
"Presidential Administration, Office",organization,1,
STEVE WEINBERG,organization,1,
Сергеем Нарышкиным,person,1,
Михаил КОЗАЧКОВ,person,1,
Kaalbye Shipping Kaalbye Shipping International Kaalbye Shipping Ukraine Kaalbye Shipping,organization,1,
Mr Artur Krivov,person,1,
9 InnoCentive,organization,1,
ДМИТРИЙ ОРЕШКИН,person,1,
PER Chart,organization,1,
"Jesus College , Cambridge CB5",organization,1,
of Australia,organization,1,
Luis von Ahn et al,person,1,
Denis Matsuev,organization,1,
бла - бла,organization,1,
% of fLOAT,organization,1,
the Swedish Bar Association,organization,1,
"129,540,636 Absa Group",organization,1,
Marty T. Neese,person,1,
 Challenges - Guarantee,organization,1,
Curbing Corporate Complicity,organization,1,
the Naval Forces of Kazakhstan,organization,1,
